date,Open,High,Low,Close,Volume,is_buyer_maker_sum,is_buyer_maker_pct
2024-01-13 18:00,,,,,,,
2024-01-13 19:00,,,,,,,
2024-01-13 20:00,,,,,,,
2024-01-13 21:00,,,,,,,
2024-01-13 22:00,,,,,,,
2024-01-13 23:00,,,,,,,
2024-01-14 0:00,,,,,,,
2024-01-14 1:00,,,,,,,
2024-01-14 2:00,,,,,,,
2024-01-14 3:00,,,,,,,
2024-01-14 4:00,,,,,,,
2024-01-14 5:00,,,,,,,
2024-01-14 6:00,,,,,,,
2024-01-14 7:00,,,,,,,
2024-01-14 8:00,,,,,,,
2024-01-14 9:00,,,,,,,
2024-01-14 10:00,,,,,,,
2024-01-14 11:00,,,,,,,
2024-01-14 12:00,,,,,,,
2024-01-14 13:00,,,,,,,
2024-01-14 14:00,,,,,,,
2024-01-14 15:00,,,,,,,
2024-01-14 16:00,,,,,,,
2024-01-14 17:00,,,,,,,
2024-01-14 18:00,,,,,,,
2024-01-14 19:00,,,,,,,
2024-01-14 20:00,,,,,,,
2024-01-14 21:00,,,,,,,
2024-01-14 22:00,,,,,,,
2024-01-14 23:00,,,,,,,
2024-01-15 0:00,,,,,,,
2024-01-15 1:00,,,,,,,
2024-01-15 2:00,,,,,,,
2024-01-15 3:00,,,,,,,
2024-01-15 4:00,,,,,,,
2024-01-15 5:00,,,,,,,
2024-01-15 6:00,,,,,,,
2024-01-15 7:00,,,,,,,
2024-01-15 8:00,,,,,,,
2024-01-15 9:00,,,,,,,
2024-01-15 10:00,,,,,,,
2024-01-15 11:00,,,,,,,
2024-01-15 12:00,,,,,,,
2024-01-15 13:00,,,,,,,
2024-01-15 14:00,,,,,,,
2024-01-15 15:00,,,,,,,
2024-01-15 16:00,,,,,,,
2024-01-15 17:00,,,,,,,
2024-01-15 18:00,,,,,,,
2024-01-15 19:00,,,,,,,
2024-01-15 20:00,,,,,,,
2024-01-15 21:00,,,,,,,
2024-01-15 22:00,,,,,,,
2024-01-15 23:00,,,,,,,
2024-01-16 0:00,,,,,,,
2024-01-16 1:00,,,,,,,
2024-01-16 2:00,,,,,,,
2024-01-16 3:00,,,,,,,
2024-01-16 4:00,,,,,,,
2024-01-16 5:00,,,,,,,
2024-01-16 6:00,,,,,,,
2024-01-16 7:00,,,,,,,
2024-01-16 8:00,,,,,,,
2024-01-16 9:00,,,,,,,
2024-01-16 10:00,,,,,,,
2024-01-16 11:00,,,,,,,
2024-01-16 12:00,,,,,,,
2024-01-16 13:00,,,,,,,
2024-01-16 14:00,,,,,,,
2024-01-16 15:00,,,,,,,
2024-01-16 16:00,,,,,,,
2024-01-16 17:00,,,,,,,
2024-01-16 18:00,,,,,,,
2024-01-16 19:00,,,,,,,
2024-01-16 20:00,,,,,,,
2024-01-16 21:00,,,,,,,
2024-01-16 22:00,,,,,,,
2024-01-16 23:00,,,,,,,
2024-01-17 0:00,,,,,,,
2024-01-17 1:00,,,,,,,
2024-01-17 2:00,,,,,,,
2024-01-17 3:00,,,,,,,
2024-01-17 4:00,,,,,,,
2024-01-17 5:00,,,,,,,
2024-01-17 6:00,,,,,,,
2024-01-17 7:00,,,,,,,
2024-01-17 8:00,,,,,,,
2024-01-17 9:00,,,,,,,
2024-01-17 10:00,,,,,,,
2024-01-17 11:00,,,,,,,
2024-01-17 12:00,,,,,,,
2024-01-17 13:00,,,,,,,
2024-01-17 14:00,,,,,,,
2024-01-17 15:00,,,,,,,
2024-01-17 16:00,,,,,,,
2024-01-17 17:00,,,,,,,
2024-01-17 18:00,,,,,,,
2024-01-17 19:00,,,,,,,
2024-01-17 20:00,,,,,,,
2024-01-17 21:00,,,,,,,
2024-01-17 22:00,,,,,,,
2024-01-17 23:00,,,,,,,
2024-01-18 0:00,,,,,,,
2024-01-18 1:00,,,,,,,
2024-01-18 2:00,,,,,,,
2024-01-18 3:00,,,,,,,
2024-01-18 4:00,,,,,,,
2024-01-18 5:00,,,,,,,
2024-01-18 6:00,,,,,,,
2024-01-18 7:00,,,,,,,
2024-01-18 8:00,,,,,,,
2024-01-18 9:00,,,,,,,
2024-01-18 10:00,,,,,,,
2024-01-18 11:00,,,,,,,
2024-01-18 12:00,,,,,,,
2024-01-18 13:00,,,,,,,
2024-01-18 14:00,,,,,,,
2024-01-18 15:00,,,,,,,
2024-01-18 16:00,,,,,,,
2024-01-18 17:00,,,,,,,
2024-01-18 18:00,,,,,,,
2024-01-18 19:00,,,,,,,
2024-01-18 20:00,,,,,,,
2024-01-18 21:00,,,,,,,
2024-01-18 22:00,,,,,,,
2024-01-18 23:00,,,,,,,
2024-01-19 0:00,,,,,,,
2024-01-19 1:00,,,,,,,
2024-01-19 2:00,,,,,,,
2024-01-19 3:00,,,,,,,
2024-01-19 4:00,,,,,,,
2024-01-19 5:00,,,,,,,
2024-01-19 6:00,,,,,,,
2024-01-19 7:00,,,,,,,
2024-01-19 8:00,,,,,,,
2024-01-19 9:00,,,,,,,
2024-01-19 10:00,,,,,,,
2024-01-19 11:00,,,,,,,
2024-01-19 12:00,,,,,,,
2024-01-19 13:00,,,,,,,
2024-01-19 14:00,,,,,,,
2024-01-19 15:00,,,,,,,
2024-01-19 16:00,,,,,,,
2024-01-19 17:00,,,,,,,
2024-01-19 18:00,,,,,,,
2024-01-19 19:00,,,,,,,
2024-01-19 20:00,,,,,,,
2024-01-19 21:00,,,,,,,
2024-01-19 22:00,,,,,,,
2024-01-19 23:00,,,,,,,
2024-01-20 0:00,,,,,,,
2024-01-20 1:00,,,,,,,
2024-01-20 2:00,,,,,,,
2024-01-20 3:00,,,,,,,
2024-01-20 4:00,,,,,,,
2024-01-20 5:00,,,,,,,
2024-01-20 6:00,,,,,,,
2024-01-20 7:00,,,,,,,
2024-01-20 8:00,,,,,,,
2024-01-20 9:00,,,,,,,
2024-01-20 10:00,,,,,,,
2024-01-20 11:00,,,,,,,
2024-01-20 12:00,,,,,,,
2024-01-20 13:00,,,,,,,
2024-01-20 14:00,,,,,,,
2024-01-20 15:00,,,,,,,
2024-01-20 16:00,,,,,,,
2024-01-20 17:00,,,,,,,
2024-01-20 18:00,,,,,,,
2024-01-20 19:00,,,,,,,
2024-01-20 20:00,,,,,,,
2024-01-20 21:00,,,,,,,
2024-01-20 22:00,,,,,,,
2024-01-20 23:00,,,,,,,
2024-01-21 0:00,,,,,,,
2024-01-21 1:00,,,,,,,
2024-01-21 2:00,,,,,,,
2024-01-21 3:00,,,,,,,
2024-01-21 4:00,,,,,,,
2024-01-21 5:00,,,,,,,
2024-01-21 6:00,,,,,,,
2024-01-21 7:00,,,,,,,
2024-01-21 8:00,,,,,,,
2024-01-21 9:00,,,,,,,
2024-01-21 10:00,,,,,,,
2024-01-21 11:00,,,,,,,
2024-01-21 12:00,,,,,,,
2024-01-21 13:00,,,,,,,
2024-01-21 14:00,,,,,,,
2024-01-21 15:00,,,,,,,
2024-01-21 16:00,,,,,,,
2024-01-21 17:00,,,,,,,
2024-01-21 18:00,,,,,,,
2024-01-21 19:00,,,,,,,
2024-01-21 20:00,,,,,,,
2024-01-21 21:00,,,,,,,
2024-01-21 22:00,,,,,,,
2024-01-21 23:00,,,,,,,
2024-01-22 0:00,,,,,,,
2024-01-22 1:00,,,,,,,
2024-01-22 2:00,,,,,,,
2024-01-22 3:00,,,,,,,
2024-01-22 4:00,,,,,,,
2024-01-22 5:00,,,,,,,
2024-01-22 6:00,,,,,,,
2024-01-22 7:00,,,,,,,
2024-01-22 8:00,,,,,,,
2024-01-22 9:00,,,,,,,
2024-01-22 10:00,,,,,,,
2024-01-22 11:00,,,,,,,
2024-01-22 12:00,,,,,,,
2024-01-22 13:00,,,,,,,
2024-01-22 14:00,,,,,,,
2024-01-22 15:00,,,,,,,
2024-01-22 16:00,,,,,,,
2024-01-22 17:00,,,,,,,
2024-01-22 18:00,,,,,,,
2024-01-22 19:00,,,,,,,
2024-01-22 20:00,,,,,,,
2024-01-22 21:00,,,,,,,
2024-01-22 22:00,,,,,,,
2024-01-22 23:00,,,,,,,
2024-01-23 0:00,,,,,,,
2024-01-23 1:00,,,,,,,
2024-01-23 2:00,,,,,,,
2024-01-23 3:00,,,,,,,
2024-01-23 4:00,,,,,,,
2024-01-23 5:00,,,,,,,
2024-01-23 6:00,,,,,,,
2024-01-23 7:00,,,,,,,
2024-01-23 8:00,,,,,,,
2024-01-23 9:00,,,,,,,
2024-01-23 10:00,,,,,,,
2024-01-23 11:00,,,,,,,
2024-01-23 12:00,,,,,,,
2024-01-23 13:00,,,,,,,
2024-01-23 14:00,,,,,,,
2024-01-23 15:00,,,,,,,
2024-01-23 16:00,,,,,,,
2024-01-23 17:00,,,,,,,
2024-01-23 18:00,,,,,,,
2024-01-23 19:00,,,,,,,
2024-01-23 20:00,,,,,,,
2024-01-23 21:00,,,,,,,
2024-01-23 22:00,,,,,,,
2024-01-23 23:00,,,,,,,
2024-01-24 0:00,,,,,,,
2024-01-24 1:00,,,,,,,
2024-01-24 2:00,,,,,,,
2024-01-24 3:00,,,,,,,
2024-01-24 4:00,,,,,,,
2024-01-24 5:00,,,,,,,
2024-01-24 6:00,,,,,,,
2024-01-24 7:00,,,,,,,
2024-01-24 8:00,,,,,,,
2024-01-24 9:00,,,,,,,
2024-01-24 10:00,,,,,,,
2024-01-24 11:00,,,,,,,
2024-01-24 12:00,,,,,,,
2024-01-24 13:00,,,,,,,
2024-01-24 14:00,,,,,,,
2024-01-24 15:00,,,,,,,
2024-01-24 16:00,,,,,,,
2024-01-24 17:00,,,,,,,
2024-01-24 18:00,,,,,,,
2024-01-24 19:00,,,,,,,
2024-01-24 20:00,,,,,,,
2024-01-24 21:00,,,,,,,
2024-01-24 22:00,,,,,,,
2024-01-24 23:00,,,,,,,
2024-01-25 0:00,,,,,,,
2024-01-25 1:00,,,,,,,
2024-01-25 2:00,,,,,,,
2024-01-25 3:00,,,,,,,
2024-01-25 4:00,,,,,,,
2024-01-25 5:00,,,,,,,
2024-01-25 6:00,,,,,,,
2024-01-25 7:00,,,,,,,
2024-01-25 8:00,,,,,,,
2024-01-25 9:00,,,,,,,
2024-01-25 10:00,,,,,,,
2024-01-25 11:00,,,,,,,
2024-01-25 12:00,,,,,,,
2024-01-25 13:00,,,,,,,
2024-01-25 14:00,,,,,,,
2024-01-25 15:00,,,,,,,
2024-01-25 16:00,,,,,,,
2024-01-25 17:00,,,,,,,
2024-01-25 18:00,,,,,,,
2024-01-25 19:00,,,,,,,
2024-01-25 20:00,,,,,,,
2024-01-25 21:00,,,,,,,
2024-01-25 22:00,,,,,,,
2024-01-25 23:00,,,,,,,
2024-01-26 0:00,,,,,,,
2024-01-26 1:00,,,,,,,
2024-01-26 2:00,,,,,,,
2024-01-26 3:00,,,,,,,
2024-01-26 4:00,,,,,,,
2024-01-26 5:00,,,,,,,
2024-01-26 6:00,,,,,,,
2024-01-26 7:00,,,,,,,
2024-01-26 8:00,,,,,,,
2024-01-26 9:00,,,,,,,
2024-01-26 10:00,,,,,,,
2024-01-26 11:00,,,,,,,
2024-01-26 12:00,,,,,,,
2024-01-26 13:00,,,,,,,
2024-01-26 14:00,,,,,,,
2024-01-26 15:00,,,,,,,
2024-01-26 16:00,,,,,,,
2024-01-26 17:00,,,,,,,
2024-01-26 18:00,,,,,,,
2024-01-26 19:00,,,,,,,
2024-01-26 20:00,,,,,,,
2024-01-26 21:00,,,,,,,
2024-01-26 22:00,,,,,,,
2024-01-26 23:00,,,,,,,
2024-01-27 0:00,,,,,,,
2024-01-27 1:00,,,,,,,
2024-01-27 2:00,,,,,,,
2024-01-27 3:00,,,,,,,
2024-01-27 4:00,,,,,,,
2024-01-27 5:00,,,,,,,
2024-01-27 6:00,,,,,,,
2024-01-27 7:00,,,,,,,
2024-01-27 8:00,,,,,,,
2024-01-27 9:00,,,,,,,
2024-01-27 10:00,,,,,,,
2024-01-27 11:00,,,,,,,
2024-01-27 12:00,,,,,,,
2024-01-27 13:00,,,,,,,
2024-01-27 14:00,,,,,,,
2024-01-27 15:00,,,,,,,
2024-01-27 16:00,,,,,,,
2024-01-27 17:00,,,,,,,
2024-01-27 18:00,,,,,,,
2024-01-27 19:00,,,,,,,
2024-01-27 20:00,,,,,,,
2024-01-27 21:00,,,,,,,
2024-01-27 22:00,,,,,,,
2024-01-27 23:00,,,,,,,
